ngày,đóng_cửa,thay_đổi,phần_trăm,Mở_cửa,Cao_nhất,Thấp_nhất,Tổng_KLGD,Tổng_GTGD
2022-12-30,38600.0,-1.4,-3.63,40000.0,41500.0,38600.0,261820.0,10106252000.0
2022-12-29,40000.0,-1.9,-4.75,41900.0,42100.0,40000.0,126570.0,5062800000.0
2022-12-28,41900.0,1.9,4.53,40000.0,42400.0,39600.0,369280.0,15472832000.0
2022-12-27,40000.0,1.2,3.0,38800.0,40000.0,38700.0,149600.0,5984000000.0
2022-12-26,38800.0,-0.2,-0.52,39000.0,39100.0,38750.0,125570.0,4872116000.0
2022-12-23,39000.0,0.0,0.0,39000.0,39500.0,39000.0,69060.0,2693340000.0
2022-12-22,39000.0,0.4,1.03,38600.0,39900.0,38750.0,133570.0,5209230000.0
2022-12-21,38600.0,0.1,0.26,38500.0,39600.0,38450.0,143280.0,5530608000.0
2022-12-20,38500.0,-0.3,-0.78,38800.0,39000.0,37500.0,165270.0,6362895000.0
2022-12-19,38800.0,-0.1,-0.26,38900.0,40500.0,38800.0,191740.0,7439512000.0
2022-12-15,39000.0,0.2,0.51,38800.0,39850.0,38600.0,145990.0,5693610000.0
2022-12-14,38800.0,0.1,0.26,38700.0,39700.0,38800.0,65940.0,2558472000.0
2022-12-13,38700.0,0.6,1.55,38100.0,39500.0,38050.0,170640.0,6603768000.0
2022-12-12,38100.0,-1.1,-2.89,39200.0,39900.0,38100.0,198370.0,7557897000.0
2022-12-11,39200.0,0.2,0.51,39000.0,39500.0,38300.0,162410.0,6366472000.0
2022-12-09,39200.0,0.2,0.51,39000.0,39500.0,38300.0,162410.0,6366472000.0
2022-12-08,39000.0,0.0,0.0,39000.0,41200.0,38800.0,273150.0,10652850000.0
2022-12-07,39000.0,-0.1,-0.26,39100.0,39500.0,38500.0,179790.0,7011810000.0
2022-12-06,39100.0,-2.15,-5.5,41250.0,41100.0,39100.0,267300.0,10451430000.0
2022-12-05,41250.0,0.05,0.12,41200.0,42000.0,40550.0,166580.0,6871425000.0
2022-12-04,41200.0,2.2,5.34,39000.0,41300.0,38950.0,150300.0,6192360000.0
2022-12-02,41200.0,2.2,5.34,39000.0,41300.0,38950.0,150300.0,6192360000.0
2022-12-01,39000.0,-2.1,-5.38,41100.0,41500.0,39000.0,193550.0,7548450000.0
2022-11-30,41100.0,0.1,0.24,41000.0,42300.0,39500.0,205490.0,8445639000.0
2022-11-29,41000.0,1.5,3.66,39500.0,41000.0,38850.0,254920.0,10451720000.0
2022-11-28,39500.0,-0.5,-1.27,40000.0,40600.0,39000.0,260580.0,10292910000.0
2022-11-27,40000.0,2.0,5.0,38000.0,40000.0,38200.0,256440.0,10257600000.0
2022-11-25,40000.0,2.0,5.0,38000.0,40000.0,38200.0,256440.0,10257600000.0
2022-11-24,38000.0,0.6,1.58,37400.0,38400.0,36800.0,178930.0,6799340000.0
2022-11-23,37400.0,0.95,2.54,36450.0,38000.0,35950.0,241520.0,9032848000.0
2022-11-22,36450.0,0.95,2.61,35500.0,36750.0,34600.0,210910.0,7687669500.0
2022-11-21,35500.0,-0.45,-1.27,35950.0,36500.0,35500.0,128530.0,4562815000.0
2022-11-20,35950.0,0.3,0.83,35650.0,36050.0,34000.0,138360.0,4974042000.0
