,ngày,đóng_cửa,thay_đổi,phần_trăm,Mở_cửa,Cao_nhất,Thấp_nhất,Tổng_KLGD,Tổng_GTGD
939,15/09/2020,"21,300","0.10
▲",0.47,"21,200","21,400","21,100","463,080","9,863,604,000"
940,14/09/2020,"21,200","0.40
▲",1.89,"20,800","21,300","20,800","527,300","11,178,760,000"
941,11/09/2020,"20,800","-0.10
▼",-0.48,"20,900","21,000","20,700","234,890","4,885,712,000"
942,10/09/2020,"20,900","0.00
■■",0.00,"20,900","21,200","20,900","324,780","6,787,902,000"
943,09/09/2020,"20,900","0.30
▲",1.44,"20,600","20,900","20,300","5,019,800","104,913,820,000"
944,08/09/2020,"20,600","-0.20
▼",-0.97,"20,800","20,900","20,600","1,227,180","25,279,908,000"
945,07/09/2020,"20,800","-0.30
▼",-1.44,"21,100","21,200","20,800","6,064,600","126,143,680,000"
946,04/09/2020,"21,100","-0.10
▼",-0.47,"21,200","21,200","20,800","466,300","9,838,930,000"
947,03/09/2020,"21,200","0.10
▲",0.47,"21,100","21,400","21,000","607,870","12,886,844,000"
948,01/09/2020,"21,100","-0.10
▼",-0.47,"21,200","21,300","21,000","782,010","16,500,411,000"
949,31/08/2020,"21,200","-0.20
▼",-0.94,"21,400","21,500","21,100","700,520","14,851,024,000"
950,28/08/2020,"21,400","-0.10
▼",-0.47,"21,500","21,800","21,300","694,370","14,859,518,000"
951,27/08/2020,"21,500","0.30
▲",1.40,"21,200","21,500","21,100","486,140","10,452,010,000"
952,26/08/2020,"21,200","0.10
▲",0.47,"21,100","21,300","20,900","601,630","12,754,556,000"
953,25/08/2020,"21,100","0.10
▲",0.47,"21,000","21,200","20,800","779,750","16,452,725,000"
954,24/08/2020,"21,000","-0.20
▼",-0.95,"21,200","21,500","21,000","6,818,200","143,182,200,000"
955,21/08/2020,"21,200","0.40
▲",1.89,"20,800","21,200","20,600","738,930","15,665,316,000"
956,20/08/2020,"20,800","1.10
▲",5.29,"19,700","21,200","20,000","1,946,880","40,495,104,000"
957,19/08/2020,"25,600","0.00
■■",0.00,"25,600","25,800","25,400","926,030","23,706,368,000"
958,18/08/2020,"25,600","-0.20
▼",-0.78,"25,800","26,100","25,600","470,730","12,050,688,000"
959,17/08/2020,"25,800","0.50
▲",1.94,"25,300","25,800","25,200","621,780","16,041,924,000"
960,14/08/2020,"25,300","-0.20
▼",-0.79,"25,500","25,500","25,000","667,890","16,897,617,000"
961,13/08/2020,"25,500","0.10
▲",0.39,"25,400","25,600","25,300","380,080","9,692,040,000"
962,12/08/2020,"25,400","0.00
■■",0.00,"25,400","25,900","25,200","608,700","15,460,980,000"
963,11/08/2020,"25,400","1.60
▲",6.30,"23,800","25,400","23,900","1,532,600","38,928,040,000"
964,10/08/2020,"23,800","0.10
▲",0.42,"23,700","24,100","23,700","2,575,600","61,299,280,000"
965,07/08/2020,"23,700","-0.10
▼",-0.42,"23,800","24,100","23,500","214,990","5,095,263,000"
966,06/08/2020,"23,800","-0.20
▼",-0.84,"24,000","24,100","23,700","187,340","4,458,692,000"
967,05/08/2020,"24,000","0.30
▲",1.25,"23,700","24,400","23,700","547,080","13,129,920,000"
968,04/08/2020,"23,700","0.50
▲",2.11,"23,200","23,900","23,300","290,580","6,886,746,000"
969,03/08/2020,"23,200","0.70
▲",3.02,"22,500","23,200","22,100","304,320","7,060,224,000"
970,31/07/2020,"22,500","-0.10
▼",-0.44,"22,600","22,700","22,100","221,980","4,994,550,000"
971,30/07/2020,"22,600","0.40
▲",1.77,"22,200","22,600","21,700","1,913,700","43,249,620,000"
972,29/07/2020,"22,200","-0.70
▼",-3.15,"22,900","22,800","21,600","492,840","10,941,048,000"
973,28/07/2020,"22,900","1.10
▲",4.80,"21,800","22,900","21,500","2,597,300","59,478,170,000"
974,27/07/2020,"21,800","-1.40
▼",-6.42,"23,200","22,900","20,900","6,236,900","135,964,420,000"
975,24/07/2020,"23,200","-1.00
▼",-4.31,"24,200","24,300","22,500","5,529,700","128,289,040,000"
976,23/07/2020,"24,200","-0.20
▼",-0.83,"24,400","24,400","24,000","1,954,700","47,303,740,000"
977,22/07/2020,"24,400","-0.20
▼",-0.82,"24,600","24,800","24,200","172,490","4,208,756,000"
978,21/07/2020,"24,600","0.10
▲",0.41,"24,500","24,600","24,200","219,290","5,394,534,000"
979,20/07/2020,"24,500","-0.30
▼",-1.22,"24,800","24,900","24,500","262,090","6,421,205,000"
980,17/07/2020,"24,800","0.80
▲",3.23,"24,000","25,000","24,000","788,700","19,559,760,000"
981,16/07/2020,"24,000","0.00
■■",0.00,"24,000","24,200","23,900","90,290","2,166,960,000"
982,15/07/2020,"24,000","0.00
■■",0.00,"24,000","24,200","24,000","156,890","3,765,360,000"
983,14/07/2020,"24,000","0.10
▲",0.42,"23,900","24,100","23,700","1,406,000","33,744,000,000"
984,13/07/2020,"23,900","-0.10
▼",-0.42,"24,000","24,200","23,800","183,920","4,395,688,000"
985,10/07/2020,"24,000","-0.30
▼",-1.25,"24,300","24,400","23,800","228,380","5,481,120,000"
986,09/07/2020,"24,300","0.40
▲",1.65,"23,900","24,300","23,900","224,720","5,460,696,000"
987,08/07/2020,"23,900","0.20
▲",0.84,"23,700","24,000","23,600","164,650","3,935,135,000"
988,07/07/2020,"23,700","0.10
▲",0.42,"23,600","24,000","23,700","238,880","5,661,456,000"
989,06/07/2020,"23,600","0.60
▲",2.54,"23,000","23,700","23,000","320,280","7,558,608,000"
990,03/07/2020,"23,000","-0.10
▼",-0.43,"23,100","23,300","23,000","127,040","2,921,920,000"
991,02/07/2020,"23,100","-0.10
▼",-0.43,"23,200","23,400","23,000","106,920","2,469,852,000"
992,01/07/2020,"23,200","0.40
▲",1.72,"22,800","23,300","22,800","167,490","3,885,768,000"
993,30/06/2020,"22,800","-0.10
▼",-0.44,"22,900","23,300","22,400","358,360","8,170,608,000"
994,29/06/2020,"22,900","-0.70
▼",-3.06,"23,600","23,600","22,700","435,110","9,964,019,000"
995,26/06/2020,"23,600","-0.10
▼",-0.42,"23,700","24,000","23,600","1,398,900","33,014,040,000"
996,25/06/2020,"23,700","-0.10
▼",-0.42,"23,800","23,800","23,500","250,030","5,925,711,000"
997,24/06/2020,"23,800","-0.20
▼",-0.84,"24,000","24,300","23,700","301,220","7,169,036,000"
998,23/06/2020,"24,000","-0.10
▼",-0.42,"24,100","24,400","23,900","328,100","7,874,400,000"
999,22/06/2020,"24,100","-0.30
▼",-1.24,"24,400","24,700","24,000","225,540","5,435,514,000"
