,ngày,đóng_cửa,thay_đổi,phần_trăm,Mở_cửa,Cao_nhất,Thấp_nhất,Tổng_KLGD,Tổng_GTGD
674,21/10/2021,"31,750","-0.55
▼",-1.73,"32,300","32,300","31,750","413,220","13,119,735,000"
675,20/10/2021,"32,300","-0.10
▼",-0.31,"32,300","32,650","31,800","384,640","12,423,872,000"
676,19/10/2021,"32,300","0.30
▲",0.93,"32,000","32,400","31,900","361,540","11,677,742,000"
677,18/10/2021,"32,000","-0.20
▼",-0.63,"32,200","32,600","32,000","454,340","14,538,880,000"
678,15/10/2021,"32,200","-0.10
▼",-0.31,"32,300","32,550","32,100","297,680","9,585,296,000"
679,14/10/2021,"32,300","-0.30
▼",-0.93,"32,600","32,700","32,200","452,160","14,604,768,000"
680,13/10/2021,"32,600","-0.05
▼",-0.15,"32,600","32,900","32,500","370,930","12,092,318,000"
681,12/10/2021,"32,600","-0.05
▼",-0.15,"32,600","32,900","32,400","338,530","11,036,078,000"
682,11/10/2021,"32,600","1.15
▲",3.53,"31,450","32,600","31,600","668,410","21,790,166,000"
683,08/10/2021,"31,450","0.25
▲",0.79,"31,200","31,550","31,250","348,090","10,947,430,500"
684,07/10/2021,"31,200","-0.15
▼",-0.48,"31,350","31,500","31,200","216,180","6,744,816,000"
685,06/10/2021,"31,350","-0.15
▼",-0.48,"31,500","31,650","31,100","332,130","10,412,275,500"
686,05/10/2021,"31,500","0.50
▲",1.59,"31,000","31,500","31,000","291,230","9,173,745,000"
687,04/10/2021,"31,000","-0.50
▼",-1.61,"31,500","31,400","30,600","565,900","17,542,900,000"
688,01/10/2021,"31,500","-0.05
▼",-0.16,"31,550","31,550","31,100","644,190","20,291,985,000"
689,30/09/2021,"31,550","0.20
▲",0.63,"31,350","31,600","31,300","439,480","13,865,594,000"
690,29/09/2021,"31,350","-0.25
▼",-0.80,"31,600","31,700","31,150","361,510","11,333,338,500"
691,28/09/2021,"31,600","0.10
▲",0.32,"31,500","31,750","31,400","251,740","7,954,984,000"
692,27/09/2021,"31,500","-0.50
▼",-1.59,"32,000","32,400","31,500","480,130","15,124,095,000"
693,26/09/2021,"32,000","0.40
▲",1.25,"31,600","32,150","31,600","668,870","21,403,840,000"
694,24/09/2021,"32,000","0.40
▲",1.25,"31,600","32,150","31,600","668,870","21,403,840,000"
695,23/09/2021,"31,600","-0.05
▼",-0.16,"31,600","31,800","31,500","421,080","13,306,128,000"
696,22/09/2021,"31,600","-0.20
▼",-0.63,"31,800","32,000","31,600","268,170","8,474,172,000"
697,21/09/2021,"31,800","-0.30
▼",-0.94,"32,100","32,000","31,450","388,210","12,345,078,000"
698,20/09/2021,"32,100","0.50
▲",1.56,"31,600","32,300","31,850","638,780","20,504,838,000"
699,19/09/2021,"31,600","0.30
▲",0.95,"31,300","31,800","31,350","457,230","14,448,468,000"
700,17/09/2021,"31,600","0.30
▲",0.95,"31,300","31,800","31,350","457,230","14,448,468,000"
701,16/09/2021,"31,300","0.10
▲",0.32,"31,200","31,550","31,200","345,550","10,815,715,000"
702,15/09/2021,"31,200","-0.30
▼",-0.96,"31,500","31,500","31,150","497,920","15,535,104,000"
703,14/09/2021,"31,500","-0.40
▼",-1.27,"31,900","32,000","31,500","451,140","14,210,910,000"
704,13/09/2021,"31,900","-0.40
▼",-1.25,"32,300","32,300","31,900","519,980","16,587,362,000"
705,10/09/2021,"32,300","-0.15
▼",-0.46,"32,450","32,550","32,250","410,110","13,246,553,000"
706,09/09/2021,"32,450","0.30
▲",0.92,"32,150","32,450","31,950","343,190","11,136,515,500"
707,08/09/2021,"32,150","-0.35
▼",-1.09,"32,500","32,750","32,100","475,290","15,280,573,500"
708,07/09/2021,"32,500","0.45
▲",1.38,"32,050","32,750","32,200","796,370","25,882,025,000"
709,06/09/2021,"32,050","0.05
▲",0.16,"32,000","32,300","31,950","738,320","23,663,156,000"
710,05/09/2021,"36,000","0.45
▲",1.25,"35,550","35,800","35,000","1,378,720","49,633,920,000"
711,03/09/2021,"35,800","0.25
▲",0.70,"35,550","35,800","35,000","876,630","31,383,354,000"
712,01/09/2021,"32,000","0.10
▲",0.31,"32,000","32,750","31,950","871,530","27,888,960,000"
713,31/08/2021,"32,000","-0.15
▼",-0.47,"32,150","32,600","32,000","543,420","17,389,440,000"
714,30/08/2021,"32,150","0.40
▲",1.24,"31,750","32,400","31,600","802,960","25,815,164,000"
715,27/08/2021,"31,750","-0.15
▼",-0.47,"31,950","31,850","30,800","806,960","25,620,980,000"
716,26/08/2021,"31,950","-0.50
▼",-1.56,"32,450","32,600","31,800","494,480","15,798,636,000"
717,25/08/2021,"32,450","0.15
▲",0.46,"32,300","32,500","31,900","486,570","15,789,196,500"
718,24/08/2021,"32,300","0.30
▲",0.93,"32,000","32,500","31,700","908,420","29,341,966,000"
719,23/08/2021,"32,000","-1.60
▼",-5.00,"33,600","33,600","32,000","1,560,270","49,928,640,000"
720,20/08/2021,"33,600","-1.70
▼",-5.06,"35,300","35,350","33,050","2,095,290","70,401,744,000"
721,19/08/2021,"35,300","-0.25
▼",-0.71,"35,550","35,550","34,950","937,050","33,077,865,000"
722,18/08/2021,"35,550","-0.05
▼",-0.14,"35,600","35,800","35,300","709,610","25,226,635,500"
723,17/08/2021,"35,600","-0.10
▼",-0.28,"35,700","36,200","35,400","874,310","31,125,436,000"
724,16/08/2021,"35,700","0.35
▲",0.98,"35,350","36,000","34,800","1,205,670","43,042,419,000"
725,13/08/2021,"35,350","0.05
▲",0.14,"35,300","35,450","34,300","1,512,520","53,467,582,000"
726,12/08/2021,"35,300","-0.70
▼",-1.98,"36,000","36,000","35,300","1,214,710","42,879,263,000"
727,11/08/2021,"36,000","-0.50
▼",-1.39,"36,500","36,750","36,000","1,649,230","59,372,280,000"
728,10/08/2021,"36,500","-0.10
▼",-0.27,"36,500","36,850","36,200","1,045,770","38,170,605,000"
729,09/08/2021,"36,500","0.95
▲",2.60,"35,550","36,850","35,150","1,924,020","70,226,730,000"
730,08/08/2021,"35,550","-0.45
▼",-1.27,"36,000","36,150","35,450","862,080","30,646,944,000"
731,06/08/2021,"35,550","-0.45
▼",-1.27,"36,000","36,150","35,450","862,080","30,646,944,000"
732,05/08/2021,"36,000","0.50
▲",1.39,"35,500","36,100","35,300","1,378,720","49,633,920,000"
733,04/08/2021,"35,500","-0.30
▼",-0.85,"35,800","36,000","35,300","846,650","30,056,075,000"
734,03/08/2021,"35,800","0.25
▲",0.70,"35,550","35,800","35,000","876,630","31,383,354,000"
735,02/08/2021,"35,550","-0.60
▼",-1.69,"36,150","36,000","35,350","864,640","30,737,952,000"
736,30/07/2021,"36,150","2.00
▲",5.53,"34,150","36,150","34,300","3,515,600","127,088,940,000"
737,29/07/2021,"34,150","1.00
▲",2.93,"33,150","34,200","33,300","763,800","26,083,770,000"
738,28/07/2021,"33,150","0.05
▲",0.15,"33,150","33,600","33,050","484,640","16,065,816,000"
739,27/07/2021,"33,150","0.45
▲",1.36,"32,700","33,500","33,000","563,470","18,679,030,500"
740,26/07/2021,"32,700","-0.30
▼",-0.92,"33,000","33,100","32,050","752,840","24,617,868,000"
741,23/07/2021,"33,000","-1.10
▼",-3.33,"34,100","34,150","33,000","743,300","24,528,900,000"
742,21/07/2021,"33,800","1.65
▲",4.88,"32,150","34,500","33,750","817,930","27,646,034,000"
743,20/07/2021,"33,900","1.75
▲",5.16,"32,150","33,900","32,000","856,340","29,029,926,000"
744,19/07/2021,"32,150","-1.45
▼",-4.51,"33,600","33,150","31,950","1,001,920","32,211,728,000"
745,16/07/2021,"33,600","0.85
▲",2.53,"32,750","33,600","32,800","591,880","19,887,168,000"
746,15/07/2021,"32,750","1.00
▲",3.05,"31,750","32,950","31,350","509,540","16,687,435,000"
747,14/07/2021,"31,750","-1.15
▼",-3.62,"32,900","33,000","31,100","1,081,050","34,323,337,500"
748,13/07/2021,"32,900","0.15
▲",0.46,"32,750","33,300","32,300","667,220","21,951,538,000"
749,12/07/2021,"32,750","-2.45
▼",-7.48,"35,200","34,750","32,750","1,835,370","60,108,367,500"
750,09/07/2021,"35,200","-1.00
▼",-2.84,"36,200","36,600","34,000","1,131,540","39,830,208,000"
751,08/07/2021,"36,200","-0.35
▼",-0.97,"36,550","37,200","36,000","735,190","26,613,878,000"
752,07/07/2021,"36,550","0.55
▲",1.50,"36,000","36,900","35,100","1,012,160","36,994,448,000"
753,06/07/2021,"36,000","-1.95
▼",-5.42,"37,950","38,200","36,000","1,007,000","36,252,000,000"
754,05/07/2021,"37,950","1.85
▲",4.87,"36,100","38,100","35,900","1,666,860","63,257,337,000"
755,02/07/2021,"36,100","0.15
▲",0.42,"35,950","36,400","36,000","640,710","23,129,631,000"
756,01/07/2021,"35,950","0.25
▲",0.70,"35,700","36,200","35,100","1,039,320","37,363,554,000"
757,30/06/2021,"35,700","-0.75
▼",-2.10,"36,450","36,500","35,600","962,800","34,371,960,000"
758,29/06/2021,"36,450","-0.25
▼",-0.69,"36,700","36,950","36,450","667,770","24,340,216,500"
759,28/06/2021,"36,700","0.35
▲",0.95,"36,350","36,800","36,300","793,770","29,131,359,000"
760,25/06/2021,"36,350","0.15
▲",0.41,"36,200","36,600","36,050","793,400","28,840,090,000"
761,24/06/2021,"36,200","0.40
▲",1.10,"35,800","36,450","35,600","1,149,420","41,609,004,000"
762,23/06/2021,"35,800","0.15
▲",0.42,"35,650","36,400","35,700","1,024,460","36,675,668,000"
763,22/06/2021,"35,650","0.90
▲",2.52,"34,750","36,000","34,850","1,487,200","53,018,680,000"
764,21/06/2021,"34,750","-0.15
▼",-0.43,"35,000","35,200","34,650","544,760","18,930,410,000"
765,18/06/2021,"35,000","0.10
▲",0.29,"34,900","35,500","34,900","921,520","32,253,200,000"
766,17/06/2021,"34,900","0.20
▲",0.57,"34,700","35,000","33,700","639,260","22,310,174,000"
767,16/06/2021,"34,700","-0.65
▼",-1.87,"35,350","35,450","34,500","821,120","28,492,864,000"
768,15/06/2021,"33,750","-0.35
▼",-1.04,"34,100","34,200","33,750","346,200","11,684,250,000"
769,14/06/2021,"34,100","-0.55
▼",-1.61,"34,650","34,900","33,850","1,094,610","37,326,201,000"
770,11/06/2021,"34,650","0.55
▲",1.59,"34,100","35,100","33,800","953,230","33,029,419,500"
771,10/06/2021,"34,100","0.10
▲",0.29,"34,000","35,350","34,100","1,400,030","47,741,023,000"
772,09/06/2021,"42,450","2.25
▲",5.30,"40,200","42,600","40,000","1,256,510","53,338,849,500"
773,08/06/2021,"40,200","-2.80
▼",-6.97,"43,000","43,400","40,200","1,432,280","57,577,656,000"
774,07/06/2021,"43,000","-2.30
▼",-5.35,"45,300","44,900","42,250","1,850,500","79,571,500,000"
775,04/06/2021,"45,300","-0.60
▼",-1.32,"45,900","45,900","45,000","948,810","42,981,093,000"
776,03/06/2021,"45,900","1.30
▲",2.83,"44,600","46,300","44,600","1,226,570","56,299,563,000"
777,02/06/2021,"44,600","2.50
▲",5.61,"42,100","44,600","42,500","1,600,960","71,402,816,000"
778,01/06/2021,"42,100","0.70
▲",1.66,"41,400","42,900","42,000","1,115,980","46,982,758,000"
779,31/05/2021,"41,400","8.10
▲",19.57,"38,900","41,450","39,000","1,603,030","66,365,442,000"
780,28/05/2021,"38,900","0.70
▲",1.80,"38,200","38,900","38,050","941,600","36,628,240,000"
781,27/05/2021,"38,200","-0.25
▼",-0.65,"38,450","39,150","37,900","955,170","36,487,494,000"
782,26/05/2021,"38,450","0.45
▲",1.17,"38,000","38,650","38,050","997,600","38,357,720,000"
783,25/05/2021,"38,000","0.50
▲",1.32,"37,500","38,250","37,300","875,740","33,278,120,000"
784,24/05/2021,"37,500","0.05
▲",0.13,"37,500","37,850","37,250","754,660","28,299,750,000"
785,23/05/2021,"37,500","0.10
▲",0.27,"37,400","38,300","37,300","914,650","34,299,375,000"
786,21/05/2021,"37,500","0.10
▲",0.27,"37,400","38,300","37,300","914,650","34,299,375,000"
787,20/05/2021,"37,400","0.80
▲",2.14,"36,600","37,500","36,600","1,226,320","45,864,368,000"
788,19/05/2021,"36,600","0.35
▲",0.96,"36,250","36,700","35,900","814,350","29,805,210,000"
789,18/05/2021,"36,250","-0.30
▼",-0.83,"36,550","36,600","35,900","788,110","28,568,987,500"
790,17/05/2021,"36,550","0.10
▲",0.27,"36,450","37,200","36,450","927,870","33,913,648,500"
791,16/05/2021,"36,450","0.25
▲",0.69,"36,200","36,700","36,050","611,840","22,301,568,000"
792,14/05/2021,"36,450","0.25
▲",0.69,"36,200","36,700","36,050","611,840","22,301,568,000"
793,13/05/2021,"36,200","0.05
▲",0.14,"36,150","36,950","35,700","1,172,430","42,441,966,000"
794,12/05/2021,"36,150","0.35
▲",0.97,"35,800","36,150","35,400","899,130","32,503,549,500"
795,11/05/2021,"35,800","-0.40
▼",-1.12,"36,200","36,400","35,800","977,700","35,001,660,000"
796,10/05/2021,"36,200","1.00
▲",2.76,"35,200","36,350","35,200","1,349,130","48,838,506,000"
797,07/05/2021,"35,200","0.40
▲",1.14,"34,800","35,400","34,500","1,205,910","42,448,032,000"
798,06/05/2021,"34,800","-0.50
▼",-1.44,"35,300","35,350","34,650","778,380","27,087,624,000"
799,05/05/2021,"35,300","0.85
▲",2.41,"34,450","35,850","34,600","1,755,840","61,981,152,000"
800,04/05/2021,"34,450","-0.20
▼",-0.58,"34,650","34,750","33,500","933,320","32,152,874,000"
801,03/05/2021,"36,200","2.35
▲",6.49,"33,850","36,200","31,500","4,239,220","153,459,764,000"
802,30/04/2021,"34,650","0.85
▲",2.45,"33,800","34,650","33,600","1,664,630","57,679,429,500"
803,29/04/2021,"34,650","0.85
▲",2.45,"33,800","34,650","33,600","1,664,630","57,679,429,500"
804,28/04/2021,"33,800","-0.20
▼",-0.59,"34,000","34,300","33,400","567,520","19,182,176,000"
805,27/04/2021,"34,000","0.70
▲",2.06,"33,300","34,000","32,650","639,300","21,736,200,000"
806,26/04/2021,"33,300","-0.10
▼",-0.30,"33,400","33,400","32,600","711,910","23,706,603,000"
807,23/04/2021,"33,400","0.90
▲",2.69,"32,500","33,450","32,100","668,770","22,336,918,000"
808,22/04/2021,"32,500","-1.10
▼",-3.38,"33,600","33,600","32,500","784,350","25,491,375,000"
809,20/04/2021,"33,600","-0.10
▼",-0.30,"33,700","34,400","33,200","716,690","24,080,784,000"
810,19/04/2021,"33,700","0.60
▲",1.78,"33,100","33,750","32,800","429,190","14,463,703,000"
811,16/04/2021,"33,100","-0.75
▼",-2.27,"33,850","34,050","32,700","840,340","27,815,254,000"
812,15/04/2021,"33,850","-0.75
▼",-2.22,"34,600","34,700","33,800","968,670","32,789,479,500"
813,14/04/2021,"34,600","0.05
▲",0.14,"34,600","34,750","34,150","507,330","17,553,618,000"
814,13/04/2021,"34,600","-0.55
▼",-1.59,"35,150","35,500","34,400","873,600","30,226,560,000"
815,12/04/2021,"35,150","2.15
▲",6.12,"34,400","35,200","34,450","1,251,350","43,984,952,500"
816,10/04/2021,"34,400","2.40
▲",6.98,"34,400","34,600","34,200","330,340","11,363,696,000"
817,09/04/2021,"34,400","0.05
▲",0.15,"34,400","34,600","34,200","540,150","18,581,160,000"
818,08/04/2021,"34,400","-0.15
▼",-0.44,"34,400","34,700","34,200","468,790","16,126,376,000"
819,07/04/2021,"34,400","-0.35
▼",-1.02,"34,750","34,700","34,300","640,090","22,019,096,000"
820,06/04/2021,"34,750","-0.05
▼",-0.14,"34,750","34,950","34,150","756,500","26,288,375,000"
821,05/04/2021,"34,750","0.10
▲",0.29,"34,650","35,300","34,600","743,350","25,831,412,500"
822,04/04/2021,"36,200","2.35
▲",6.49,"33,850","35,000","34,000","4,239,220","153,459,764,000"
823,02/04/2021,"34,650","0.80
▲",2.31,"33,850","35,000","34,000","1,397,940","48,438,621,000"
824,01/04/2021,"33,850","0.55
▲",1.62,"33,300","33,850","33,300","1,043,930","35,337,030,500"
825,31/03/2021,"33,300","-0.05
▼",-0.15,"33,300","33,800","33,250","498,610","16,603,713,000"
826,30/03/2021,"33,300","0.30
▲",0.90,"33,000","33,500","32,750","805,320","26,817,156,000"
827,29/03/2021,"33,000","0.55
▲",1.67,"32,450","33,100","32,400","698,130","23,038,290,000"
828,28/03/2021,"32,450","0.40
▲",1.23,"32,050","32,450","31,350","793,170","25,738,366,500"
829,26/03/2021,"32,450","0.40
▲",1.23,"32,050","32,450","31,350","793,170","25,738,366,500"
830,25/03/2021,"32,050","-0.40
▼",-1.25,"32,450","32,600","31,900","832,200","26,672,010,000"
831,24/03/2021,"32,450","-0.55
▼",-1.69,"33,000","32,750","32,050","994,160","32,260,492,000"
832,23/03/2021,"33,000","-0.40
▼",-1.21,"33,400","33,550","32,800","1,034,700","34,145,100,000"
833,22/03/2021,"33,400","-0.40
▼",-1.20,"33,800","34,100","33,350","870,600","29,078,040,000"
834,19/03/2021,"33,800","-0.15
▼",-0.44,"33,950","34,200","33,700","710,890","24,028,082,000"
835,18/03/2021,"33,950","0.45
▲",1.33,"33,500","34,250","33,500","1,028,190","34,907,050,500"
836,17/03/2021,"33,500","0.05
▲",0.15,"33,450","33,550","33,200","624,640","20,925,440,000"
837,16/03/2021,"33,450","-0.05
▼",-0.15,"33,500","33,700","33,050","611,290","20,447,650,500"
838,15/03/2021,"33,500","0.55
▲",1.64,"32,950","33,850","32,600","1,805,250","60,475,875,000"
839,12/03/2021,"32,950","-0.05
▼",-0.15,"33,000","33,050","32,650","519,550","17,119,172,500"
840,11/03/2021,"33,000","0.25
▲",0.76,"32,750","33,100","32,750","712,430","23,510,190,000"
841,10/03/2021,"32,750","0.70
▲",2.14,"32,050","33,200","31,900","1,215,270","39,800,092,500"
842,09/03/2021,"32,050","0.25
▲",0.78,"31,800","32,300","31,100","881,990","28,267,779,500"
843,08/03/2021,"31,800","-0.65
▼",-2.04,"32,450","32,700","31,550","1,604,700","51,029,460,000"
844,05/03/2021,"32,450","0.05
▲",0.15,"32,400","32,600","31,600","1,015,700","32,959,465,000"
845,04/03/2021,"32,400","-0.85
▼",-2.62,"33,250","33,400","32,050","981,400","31,797,360,000"
846,03/03/2021,"33,250","0.25
▲",0.75,"33,000","33,450","32,700","907,230","30,165,397,500"
847,02/03/2021,"33,000","-0.25
▼",-0.76,"33,250","33,450","32,800","957,410","31,594,530,000"
848,01/03/2021,"33,250","0.20
▲",0.60,"33,050","33,450","32,900","846,490","28,145,792,500"
849,28/02/2021,"33,050","0.65
▲",1.97,"32,400","33,350","31,900","1,307,140","43,200,977,000"
850,26/02/2021,"33,050","0.65
▲",1.97,"32,400","33,350","31,900","1,307,140","43,200,977,000"
851,25/02/2021,"32,400","1.20
▲",3.70,"31,200","32,450","31,100","1,501,420","48,646,008,000"
852,24/02/2021,"31,200","-0.50
▼",-1.60,"31,700","31,850","31,000","1,868,520","58,297,824,000"
853,23/02/2021,"31,700","0.10
▲",0.32,"31,600","32,250","31,450","1,395,100","44,224,670,000"
854,22/02/2021,"31,600","0.50
▲",1.58,"31,100","32,200","31,100","1,258,730","39,775,868,000"
855,19/02/2021,"31,100","1.95
▲",6.27,"29,150","31,150","28,900","3,118,420","96,982,862,000"
856,18/02/2021,"29,150","-0.25
▼",-0.86,"29,400","29,450","28,800","554,790","16,172,128,500"
857,17/02/2021,"29,400","0.85
▲",2.89,"28,550","29,500","28,700","685,580","20,156,052,000"
858,09/02/2021,"28,550","1.05
▲",3.68,"27,500","28,550","27,300","595,480","17,000,954,000"
859,08/02/2021,"27,500","-1.00
▼",-3.64,"28,500","28,750","27,200","575,540","15,827,350,000"
860,05/02/2021,"28,500","0.30
▲",1.05,"28,200","28,650","28,150","561,060","15,990,210,000"
861,05/01/2021,"28,600","-0.05
▼",-0.17,"28,650","28,750","28,300","292,360","8,361,496,000"
862,04/01/2021,"28,650","0.55
▲",1.92,"28,100","28,850","28,500","1,077,630","30,874,099,500"
863,31/12/2020,"28,100","0.30
▲",1.07,"27,800","28,300","27,850","6,774,680","190,368,508,000"
864,30/12/2020,"27,800","0.10
▲",0.36,"27,700","28,200","27,750","6,741,290","187,407,862,000"
865,29/12/2020,"27,700","-0.10
▼",-0.36,"27,800","27,950","27,600","650,192","18,010,318,400"
866,28/12/2020,"27,800","-0.10
▼",-0.36,"27,950","28,300","27,650","622,368","17,301,830,400"
867,27/12/2020,"27,950","0.60
▲",2.15,"27,300","28,000","27,200","919,408","25,697,453,600"
868,25/12/2020,"27,950","0.60
▲",2.15,"27,300","28,000","27,200","919,408","25,697,453,600"
869,24/12/2020,"27,300","-0.80
▼",-2.93,"28,100","28,300","26,500","1,583,125","43,219,312,500"
870,23/12/2020,"28,100","-0.60
▼",-2.14,"28,750","28,850","28,000","1,121,686","31,519,376,600"
871,22/12/2020,"28,750","-0.20
▼",-0.70,"28,950","29,000","28,600","757,329","21,773,208,750"
872,21/12/2020,"28,950","0.60
▲",2.07,"28,400","29,300","28,350","2,248,164","65,084,347,800"
873,20/12/2020,"28,400","0.10
▲",0.35,"28,300","28,650","28,300","1,169,363","33,209,909,200"
874,18/12/2020,"28,400","0.10
▲",0.35,"28,300","28,650","28,300","1,169,363","33,209,909,200"
875,17/12/2020,"28,300","0.10
▲",0.35,"28,250","28,850","28,050","1,356,729","38,395,430,700"
876,16/12/2020,"28,250","0.30
▲",1.06,"28,000","28,450","28,000","1,046,145","29,553,596,250"
877,15/12/2020,"28,000","-0.20
▼",-0.71,"28,200","28,250","27,900","730,549","20,455,372,000"
878,14/12/2020,"28,200","0.00
■■",0.00,"28,200","28,500","28,100","732,596","20,659,207,200"
879,13/12/2020,"28,200","0.30
▲",1.06,"27,950","28,250","27,800","445,982","12,576,692,400"
880,11/12/2020,"28,200","0.30
▲",1.06,"27,950","28,250","27,800","445,982","12,576,692,400"
881,10/12/2020,"27,950","-0.60
▼",-2.15,"28,550","28,800","27,900","923,375","25,808,331,250"
882,09/12/2020,"28,550","28.60
▲",100.18,0,"28,950","27,800","2,420,093","69,093,655,150"
883,02/12/2020,"27,300","0.10
▲",0.37,"27,200","27,300","26,800","924,290","25,233,117,000"
884,01/12/2020,"27,300","0.10
▲",0.37,"27,200","27,300","26,800","924,290","25,233,117,000"
885,30/11/2020,"27,200","0.00
■■",0.00,"27,200","27,400","27,000","8,939,000","243,140,800,000"
886,27/11/2020,"27,200","-0.20
▼",-0.74,"27,400","27,600","27,200","5,460,400","148,522,880,000"
887,26/11/2020,"27,400","0.10
▲",0.36,"27,300","27,700","27,000","10,030,200","274,827,480,000"
888,25/11/2020,"27,300","0.00
■■",0.00,"27,300","27,600","27,100","6,484,600","177,029,580,000"
889,24/11/2020,"27,300","0.00
■■",0.00,"27,300","27,800","27,100","10,353,900","282,661,470,000"
890,23/11/2020,"27,300","0.00
■■",0.00,"27,300","27,600","27,000","10,891,200","297,329,760,000"
891,20/11/2020,"27,300","0.10
▲",0.37,"27,200","27,400","26,800","959,080","26,182,884,000"
892,19/11/2020,"27,200","0.00
■■",0.00,"27,200","27,500","27,000","641,160","17,439,552,000"
893,18/11/2020,"27,200","0.00
■■",0.00,"27,200","27,700","26,900","791,960","21,541,312,000"
894,17/11/2020,"27,200","1.00
▲",3.68,"26,200","27,200","26,200","1,677,110","45,617,392,000"
895,16/11/2020,"26,200","-0.30
▼",-1.15,"26,500","26,800","26,200","8,979,100","235,252,420,000"
896,13/11/2020,"26,500","0.10
▲",0.38,"26,400","26,700","26,300","622,280","16,490,420,000"
897,12/11/2020,"26,400","1.00
▲",3.79,"25,400","26,400","25,400","1,894,310","50,009,784,000"
898,11/11/2020,"25,400","0.10
▲",0.39,"25,300","25,500","25,200","452,510","11,493,754,000"
899,10/11/2020,"25,300","-0.10
▼",-0.40,"25,400","26,000","25,300","885,260","22,397,078,000"
900,09/11/2020,"25,400","0.30
▲",1.18,"25,100","25,500","25,100","589,770","14,980,158,000"
901,06/11/2020,"25,100","0.20
▲",0.80,"24,900","25,100","24,800","366,940","9,210,194,000"
902,05/11/2020,"24,900","-0.60
▼",-2.41,"25,500","25,700","24,900","854,620","21,280,038,000"
903,04/11/2020,"25,500","0.50
▲",1.96,"25,000","25,700","25,100","1,259,990","32,129,745,000"
904,03/11/2020,"25,000","0.50
▲",2.00,"24,500","25,200","24,500","770,440","19,261,000,000"
905,02/11/2020,"24,500","0.40
▲",1.63,"24,100","24,500","24,000","377,510","9,248,995,000"
906,30/10/2020,"24,100","0.20
▲",0.83,"23,900","24,300","23,800","4,392,700","105,864,070,000"
907,29/10/2020,"23,900","0.10
▲",0.42,"23,800","24,300","23,200","8,510,000","203,389,000,000"
908,28/10/2020,"23,800","-0.60
▼",-2.52,"24,400","24,500","23,700","14,911,600","354,896,080,000"
909,27/10/2020,"24,400","-0.40
▼",-1.64,"24,800","24,900","24,400","1,172,050","28,598,020,000"
910,26/10/2020,"24,800","-0.80
▼",-3.23,"25,600","25,800","24,800","1,166,070","28,918,536,000"
911,23/10/2020,"25,600","0.00
■■",0.00,"25,600","25,900","25,500","802,300","20,538,880,000"
912,22/10/2020,"25,600","0.40
▲",1.56,"25,200","26,000","25,000","943,950","24,165,120,000"
913,21/10/2020,"25,200","-0.10
▼",-0.40,"25,300","25,600","25,200","8,864,800","223,392,960,000"
914,20/10/2020,"25,300","0.00
■■",0.00,"25,300","25,600","25,000","1,135,630","28,731,439,000"
915,19/10/2020,"25,300","0.60
▲",2.37,"24,700","25,700","24,900","1,414,860","35,795,958,000"
916,16/10/2020,"24,700","0.20
▲",0.81,"24,500","25,000","24,200","871,100","21,516,170,000"
917,15/10/2020,"24,500","0.50
▲",2.04,"24,000","24,800","23,900","1,633,480","40,020,260,000"
918,14/10/2020,"24,000","0.60
▲",2.50,"23,400","24,100","23,400","20,284,500","486,828,000,000"
919,13/10/2020,"23,400","0.10
▲",0.43,"23,300","23,400","23,100","5,319,900","124,485,660,000"
920,12/10/2020,"23,300","-0.20
▼",-0.86,"23,500","23,800","23,300","864,200","20,135,860,000"
921,09/10/2020,"23,500","0.30
▲",1.28,"23,200","23,800","23,100","8,717,300","204,856,550,000"
922,08/10/2020,"23,200","-0.20
▼",-0.86,"23,400","23,700","23,000","1,389,050","32,225,960,000"
923,07/10/2020,"23,400","-0.60
▼",-2.56,"24,000","24,100","23,300","1,768,180","41,375,412,000"
924,06/10/2020,"24,000","0.40
▲",1.67,"23,600","24,200","23,600","1,096,500","26,316,000,000"
925,05/10/2020,"23,600","0.60
▲",2.54,"23,000","23,600","22,900","1,287,500","30,385,000,000"
926,02/10/2020,"23,000","0.50
▲",2.17,"22,500","23,500","22,400","2,350,950","54,071,850,000"
927,01/10/2020,"22,500","0.00
■■",0.00,"22,500","22,800","22,200","650,640","14,639,400,000"
928,30/09/2020,"22,500","0.10
▲",0.44,"22,400","22,500","22,200","362,220","8,149,950,000"
929,29/09/2020,"22,400","-0.20
▼",-0.89,"22,600","22,800","22,300","591,980","13,260,352,000"
930,28/09/2020,"22,600","0.40
▲",1.77,"22,200","22,800","22,200","820,260","18,537,876,000"
931,25/09/2020,"22,200","0.00
■■",0.00,"22,200","22,400","21,900","6,413,500","142,379,700,000"
932,24/09/2020,"22,200","-0.30
▼",-1.35,"22,500","22,600","22,000","559,700","12,425,340,000"
933,23/09/2020,"22,500","0.20
▲",0.89,"22,300","22,800","22,300","650,710","14,640,975,000"
934,22/09/2020,"22,300","0.30
▲",1.35,"22,000","22,300","21,700","881,480","19,657,004,000"
935,21/09/2020,"22,000","0.30
▲",1.36,"21,700","22,300","21,600","7,240,300","159,286,600,000"
936,18/09/2020,"21,700","0.20
▲",0.92,"21,500","21,700","21,400","327,810","7,113,477,000"
937,17/09/2020,"21,500","0.30
▲",1.40,"21,200","21,800","21,100","1,231,890","26,485,635,000"
938,16/09/2020,"21,200","-0.10
▼",-0.47,"21,300","21,300","21,100","2,192,800","46,487,360,000"
